frame_num	bboxes	people_num	time	frame
100 	[170, 109, 208, 158]   	4   	2022-11-25 09:24:32 	[235 229 232 ... 100 129 138] 
100 	[332, 88, 375, 146]    	4   	2022-11-25 09:24:32 	[235 229 232 ... 100 129 138] 
100 	[235, 98, 266, 136]    	4   	2022-11-25 09:24:32 	[235 229 232 ... 100 129 138] 
100 	[483, 111, 516, 152]   	4   	2022-11-25 09:24:32 	[235 229 232 ... 100 129 138] 
104 	[169, 107, 207, 157]   	4   	2022-11-25 09:24:32 	[235 229 232 ...  96 125 134] 
104 	[333, 78, 376, 136]    	4   	2022-11-25 09:24:32 	[235 229 232 ...  96 125 134] 
104 	[233, 101, 264, 139]   	4   	2022-11-25 09:24:32 	[235 229 232 ...  96 125 134] 
104 	[484, 102, 517, 144]   	4   	2022-11-25 09:24:32 	[235 229 232 ...  96 125 134] 
108 	[167, 101, 206, 150]   	4   	2022-11-25 09:24:33 	[235 229 232 ...  88 124 125] 
108 	[334, 68, 377, 125]    	4   	2022-11-25 09:24:33 	[235 229 232 ...  88 124 125] 
108 	[485, 92, 517, 135]    	4   	2022-11-25 09:24:33 	[235 229 232 ...  88 124 125] 
108 	[232, 106, 263, 145]   	4   	2022-11-25 09:24:33 	[235 229 232 ...  88 124 125] 
112 	[333, 60, 378, 121]    	4   	2022-11-25 09:24:33 	[235 229 232 ...  94 126 131] 
112 	[164, 92, 201, 141]    	4   	2022-11-25 09:24:33 	[235 229 232 ...  94 126 131] 
112 	[232, 108, 262, 146]   	4   	2022-11-25 09:24:33 	[235 229 232 ...  94 126 131] 
112 	[486, 86, 518, 128]    	4   	2022-11-25 09:24:33 	[235 229 232 ...  94 126 131] 
116 	[333, 60, 379, 120]    	4   	2022-11-25 09:24:33 	[234 228 231 ...  91 125 131] 
116 	[161, 85, 200, 134]    	4   	2022-11-25 09:24:33 	[234 228 231 ...  91 125 131] 
116 	[233, 106, 263, 145]   	4   	2022-11-25 09:24:33 	[234 228 231 ...  91 125 131] 
116 	[485, 80, 518, 123]    	4   	2022-11-25 09:24:33 	[234 228 231 ...  91 125 131] 
120 	[334, 65, 378, 124]    	4   	2022-11-25 09:24:33 	[234 228 231 ...  84 125 125] 
120 	[159, 81, 198, 132]    	4   	2022-11-25 09:24:33 	[234 228 231 ...  84 125 125] 
120 	[486, 82, 519, 123]    	4   	2022-11-25 09:24:33 	[234 228 231 ...  84 125 125] 
120 	[234, 102, 265, 140]   	4   	2022-11-25 09:24:33 	[234 228 231 ...  84 125 125] 
124 	[333, 70, 379, 132]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  88 129 129] 
124 	[157, 80, 198, 131]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  88 129 129] 
124 	[488, 88, 521, 129]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  88 129 129] 
124 	[237, 95, 269, 135]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  88 129 129] 
128 	[155, 83, 197, 135]    	4   	2022-11-25 09:24:34 	[234 228 231 ... 101 142 142] 
128 	[333, 73, 379, 134]    	4   	2022-11-25 09:24:34 	[234 228 231 ... 101 142 142] 
128 	[489, 95, 522, 136]    	4   	2022-11-25 09:24:34 	[234 228 231 ... 101 142 142] 
128 	[240, 88, 272, 129]    	4   	2022-11-25 09:24:34 	[234 228 231 ... 101 142 142] 
132 	[331, 70, 379, 133]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  91 134 129] 
132 	[153, 89, 195, 140]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  91 134 129] 
132 	[489, 98, 523, 140]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  91 134 129] 
132 	[242, 84, 274, 124]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  91 134 129] 
136 	[329, 61, 376, 123]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  91 133 131] 
136 	[151, 89, 192, 140]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  91 133 131] 
136 	[243, 82, 276, 122]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  91 133 131] 
136 	[488, 96, 521, 138]    	4   	2022-11-25 09:24:34 	[234 228 231 ...  91 133 131] 
140 	[151, 85, 192, 136]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  91 133 131] 
140 	[326, 51, 373, 114]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  91 133 131] 
140 	[245, 83, 276, 123]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  91 133 131] 
140 	[485, 90, 519, 133]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  91 133 131] 
144 	[246, 86, 277, 127]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  87 129 127] 
144 	[152, 75, 193, 127]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  87 129 127] 
144 	[323, 42, 371, 106]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  87 129 127] 
144 	[483, 80, 517, 125]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  87 129 127] 
148 	[322, 39, 370, 103]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  75 117 115] 
148 	[247, 92, 278, 133]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  75 117 115] 
148 	[153, 64, 194, 117]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  75 117 115] 
148 	[481, 74, 516, 119]    	4   	2022-11-25 09:24:35 	[234 228 231 ...  75 117 115] 
152 	[155, 58, 196, 110]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  80 120 116] 
152 	[247, 95, 279, 137]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  80 120 116] 
152 	[481, 71, 516, 117]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  80 120 116] 
152 	[320, 41, 369, 106]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  80 120 116] 
156 	[320, 49, 368, 113]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  73 119 112] 
156 	[155, 54, 198, 107]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  73 119 112] 
156 	[248, 97, 279, 137]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  73 119 112] 
156 	[481, 72, 515, 118]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  73 119 112] 
160 	[157, 53, 199, 107]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  80 124 117] 
160 	[246, 92, 278, 134]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  80 124 117] 
160 	[480, 78, 514, 123]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  80 124 117] 
160 	[319, 54, 368, 120]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  80 124 117] 
164 	[158, 57, 199, 110]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  78 120 118] 
164 	[480, 85, 515, 131]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  78 120 118] 
164 	[244, 85, 277, 127]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  78 120 118] 
164 	[319, 56, 369, 123]    	4   	2022-11-25 09:24:36 	[234 228 231 ...  78 120 118] 
168 	[157, 63, 200, 116]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  75 117 115] 
168 	[321, 53, 370, 119]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  75 117 115] 
168 	[481, 88, 516, 132]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  75 117 115] 
168 	[242, 78, 275, 119]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  75 117 115] 
172 	[155, 65, 199, 119]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  77 125 116] 
172 	[323, 43, 372, 109]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  77 125 116] 
172 	[240, 70, 272, 114]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  77 125 116] 
172 	[481, 85, 517, 129]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  77 125 116] 
176 	[326, 33, 374, 98]     	4   	2022-11-25 09:24:37 	[234 228 231 ...  94 137 132] 
176 	[154, 65, 197, 119]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  94 137 132] 
176 	[482, 76, 519, 122]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  94 137 132] 
176 	[238, 68, 270, 109]    	4   	2022-11-25 09:24:37 	[234 228 231 ...  94 137 132] 
180 	[329, 24, 378, 90]     	4   	2022-11-25 09:24:38 	[234 228 231 ... 107 143 144] 
180 	[151, 58, 195, 112]    	4   	2022-11-25 09:24:38 	[234 228 231 ... 107 143 144] 
180 	[237, 67, 270, 108]    	4   	2022-11-25 09:24:38 	[234 228 231 ... 107 143 144] 
180 	[483, 67, 519, 113]    	4   	2022-11-25 09:24:38 	[234 228 231 ... 107 143 144] 
184 	[332, 21, 380, 86]     	4   	2022-11-25 09:24:38 	[234 228 231 ...  93 133 136] 
184 	[485, 56, 521, 102]    	4   	2022-11-25 09:24:38 	[234 228 231 ...  93 133 136] 
184 	[148, 49, 193, 104]    	4   	2022-11-25 09:24:38 	[234 228 231 ...  93 133 136] 
184 	[235, 69, 268, 111]    	4   	2022-11-25 09:24:38 	[234 228 231 ...  93 133 136] 
188 	[146, 42, 191, 98]     	4   	2022-11-25 09:24:38 	[234 228 231 ...  91 137 130] 
188 	[487, 49, 524, 95]     	4   	2022-11-25 09:24:38 	[234 228 231 ...  91 137 130] 
188 	[332, 24, 383, 89]     	4   	2022-11-25 09:24:38 	[234 228 231 ...  91 137 130] 
188 	[234, 75, 267, 116]    	4   	2022-11-25 09:24:38 	[234 228 231 ...  91 137 130] 
192 	[335, 32, 385, 97]     	4   	2022-11-25 09:24:38 	[234 228 231 ... 112 143 150] 
192 	[145, 40, 190, 96]     	4   	2022-11-25 09:24:38 	[234 228 231 ... 112 143 150] 
192 	[234, 76, 267, 119]    	4   	2022-11-25 09:24:38 	[234 228 231 ... 112 143 150] 
192 	[488, 47, 527, 93]     	4   	2022-11-25 09:24:38 	[234 228 231 ... 112 143 150] 
196 	[144, 41, 188, 97]     	4   	2022-11-25 09:24:39 	[234 228 231 ...  94 130 138] 
196 	[337, 38, 387, 105]    	4   	2022-11-25 09:24:39 	[234 228 231 ...  94 130 138] 
196 	[235, 75, 269, 119]    	4   	2022-11-25 09:24:39 	[234 228 231 ...  94 130 138] 
196 	[489, 51, 527, 96]     	4   	2022-11-25 09:24:39 	[234 228 231 ...  94 130 138] 
200 	[142, 46, 187, 103]    	4   	2022-11-25 09:24:39 	[234 228 231 ...  94 130 138] 
200 	[338, 42, 388, 109]    	4   	2022-11-25 09:24:39 	[234 228 231 ...  94 130 138] 
200 	[237, 68, 270, 113]    	4   	2022-11-25 09:24:39 	[234 228 231 ...  94 130 138] 
200 	[491, 59, 527, 104]    	4   	2022-11-25 09:24:39 	[234 228 231 ...  94 130 138] 
204 	[338, 39, 389, 107]    	4   	2022-11-25 09:24:39 	[236 230 233 ... 114 148 154] 
204 	[142, 52, 187, 110]    	4   	2022-11-25 09:24:39 	[236 230 233 ... 114 148 154] 
204 	[491, 65, 528, 113]    	4   	2022-11-25 09:24:39 	[236 230 233 ... 114 148 154] 
204 	[240, 61, 275, 104]    	4   	2022-11-25 09:24:39 	[236 230 233 ... 114 148 154] 
208 	[338, 33, 390, 101]    	4   	2022-11-25 09:24:39 	[236 230 233 ... 119 150 159] 
208 	[142, 55, 188, 114]    	4   	2022-11-25 09:24:39 	[236 230 233 ... 119 150 159] 
208 	[242, 53, 278, 98]     	4   	2022-11-25 09:24:39 	[236 230 233 ... 119 150 159] 
208 	[491, 67, 531, 116]    	4   	2022-11-25 09:24:39 	[236 230 233 ... 119 150 159] 
212 	[338, 26, 389, 95]     	4   	2022-11-25 09:24:40 	[239 233 236 ... 105 131 143] 
212 	[144, 54, 190, 114]    	4   	2022-11-25 09:24:40 	[239 233 236 ... 105 131 143] 
212 	[245, 49, 279, 92]     	4   	2022-11-25 09:24:40 	[239 233 236 ... 105 131 143] 
212 	[491, 64, 530, 114]    	4   	2022-11-25 09:24:40 	[239 233 236 ... 105 131 143] 
216 	[247, 47, 282, 90]     	4   	2022-11-25 09:24:40 	[239 233 236 ... 126 161 172] 
216 	[338, 22, 390, 92]     	4   	2022-11-25 09:24:40 	[239 233 236 ... 126 161 172] 
216 	[147, 47, 194, 107]    	4   	2022-11-25 09:24:40 	[239 233 236 ... 126 161 172] 
216 	[490, 60, 528, 108]    	4   	2022-11-25 09:24:40 	[239 233 236 ... 126 161 172] 
220 	[339, 24, 390, 94]     	4   	2022-11-25 09:24:40 	[239 233 236 ... 161 193 198] 
220 	[152, 40, 199, 100]    	4   	2022-11-25 09:24:40 	[239 233 236 ... 161 193 198] 
220 	[488, 53, 527, 102]    	4   	2022-11-25 09:24:40 	[239 233 236 ... 161 193 198] 
220 	[249, 48, 284, 92]     	4   	2022-11-25 09:24:40 	[239 233 236 ... 161 193 198] 
224 	[251, 54, 286, 99]     	4   	2022-11-25 09:24:41 	[239 233 236 ... 162 195 197] 
224 	[341, 33, 392, 103]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 162 195 197] 
224 	[157, 37, 204, 98]     	4   	2022-11-25 09:24:41 	[239 233 236 ... 162 195 197] 
224 	[487, 46, 526, 96]     	4   	2022-11-25 09:24:41 	[239 233 236 ... 162 195 197] 
228 	[342, 44, 394, 116]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 151 180 182] 
228 	[161, 37, 208, 98]     	4   	2022-11-25 09:24:41 	[239 233 236 ... 151 180 182] 
228 	[251, 63, 287, 107]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 151 180 182] 
228 	[487, 43, 526, 93]     	4   	2022-11-25 09:24:41 	[239 233 236 ... 151 180 182] 
232 	[344, 50, 397, 123]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 110 153 153] 
232 	[254, 70, 288, 115]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 110 153 153] 
232 	[487, 44, 526, 93]     	4   	2022-11-25 09:24:41 	[239 233 236 ... 110 153 153] 
232 	[165, 40, 213, 101]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 110 153 153] 
236 	[168, 47, 216, 109]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 106 140 146] 
236 	[254, 73, 289, 118]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 106 140 146] 
236 	[487, 49, 526, 98]     	4   	2022-11-25 09:24:41 	[239 233 236 ... 106 140 146] 
236 	[347, 52, 401, 125]    	4   	2022-11-25 09:24:41 	[239 233 236 ... 106 140 146] 
240 	[351, 48, 405, 122]    	4   	2022-11-25 09:24:42 	[239 233 236 ...  98 134 142] 
240 	[171, 57, 219, 121]    	4   	2022-11-25 09:24:42 	[239 233 236 ...  98 134 142] 
240 	[253, 72, 288, 116]    	4   	2022-11-25 09:24:42 	[239 233 236 ...  98 134 142] 
240 	[488, 59, 527, 108]    	4   	2022-11-25 09:24:42 	[239 233 236 ...  98 134 142] 
244 	[356, 42, 411, 116]    	4   	2022-11-25 09:24:42 	[239 233 236 ...  89 130 137] 
244 	[173, 65, 221, 128]    	4   	2022-11-25 09:24:42 	[239 233 236 ...  89 130 137] 
244 	[252, 65, 287, 109]    	4   	2022-11-25 09:24:42 	[239 233 236 ...  89 130 137] 
244 	[490, 71, 530, 120]    	4   	2022-11-25 09:24:42 	[239 233 236 ...  89 130 137] 
